dataset,neuron,mean,cov,mean_std,cov_std,mean_0,cov_0,jitter_0,loc_0,jitter,loc,jitter_std,loc_std,single_trial_correlation,cell_id
Dataset 05,656,[nan nan],"[[-0.01  0.01]
 [ 0.02 -0.01]]",[nan nan],"[[0.01 0.01]
 [0.05 0.02]]",[nan nan],"[[-0.03  0.03]
 [ 0.12 -0.05]]",[-0.03 -0.03],[nan nan],[-0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0668
Dataset 05,657,[nan nan],"[[ 0.02 -0.01]
 [-0.01 -0.01]]",[nan nan],"[[0.03 0.02]
 [0.02 0.03]]",[nan nan],"[[ 0.08 -0.04]
 [-0.04 -0.07]]",[ 0.   -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0669
Dataset 05,658,[nan nan],"[[-0.01  0.01]
 [ 0.    0.01]]",[nan nan],"[[0.01 0.02]
 [0.   0.03]]",[nan nan],"[[-0.04  0.05]
 [ 0.    0.07]]",[-0.02 -0.02],[nan nan],[-0. -0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0670
Dataset 05,659,[nan nan],"[[0.02 0.01]
 [0.01 0.02]]",[nan nan],"[[0.04 0.02]
 [0.02 0.04]]",[nan nan],"[[0.09 0.06]
 [0.05 0.09]]",[-0.03  0.03],[nan nan],[-0.01  0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0671
Dataset 05,660,[nan nan],"[[-0.    0.  ]
 [-0.02  0.03]]",[nan nan],"[[0.   0.  ]
 [0.05 0.05]]",[nan nan],"[[-0.    0.01]
 [-0.12  0.13]]",[0.01 0.04],[nan nan],[0.   0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0672
Dataset 05,661,[nan nan],"[[-0.02  0.01]
 [-0.03 -0.02]]",[nan nan],"[[0.03 0.03]
 [0.05 0.04]]",[nan nan],"[[-0.09  0.07]
 [-0.13 -0.11]]",[ 0.01 -0.03],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0673
Dataset 05,662,[nan nan],"[[-0.02 -0.03]
 [ 0.02 -0.02]]",[nan nan],"[[0.03 0.05]
 [0.04 0.04]]",[nan nan],"[[-0.08 -0.13]
 [ 0.1  -0.1 ]]",[0.02 0.05],[nan nan],[0.   0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0674
Dataset 05,663,[nan nan],"[[ 0.01 -0.01]
 [-0.   -0.02]]",[nan nan],"[[0.03 0.03]
 [0.   0.04]]",[nan nan],"[[ 0.07 -0.07]
 [-0.   -0.1 ]]",[-0.02 -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0675
Dataset 05,664,[nan nan],"[[ 0.02 -0.02]
 [ 0.02  0.  ]]",[nan nan],"[[0.03 0.03]
 [0.04 0.01]]",[nan nan],"[[ 0.08 -0.08]
 [ 0.11  0.02]]",[-0.04  0.05],[nan nan],[-0.01  0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0676
Dataset 05,665,[nan nan],"[[-0.01  0.03]
 [ 0.    0.01]]",[nan nan],"[[0.01 0.05]
 [0.01 0.02]]",[nan nan],"[[-0.03  0.13]
 [ 0.02  0.05]]",[0.03 0.03],[nan nan],[0.01 0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0677
Dataset 05,666,[nan nan],"[[ 0.03  0.02]
 [-0.02 -0.03]]",[nan nan],"[[0.06 0.04]
 [0.04 0.05]]",[nan nan],"[[ 0.14  0.11]
 [-0.1  -0.13]]",[0.01 0.02],[nan nan],[0. 0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0678
Dataset 05,667,[nan nan],"[[ 0.03 -0.01]
 [-0.03  0.01]]",[nan nan],"[[0.05 0.03]
 [0.05 0.01]]",[nan nan],"[[ 0.13 -0.07]
 [-0.13  0.03]]",[-0.    0.01],[nan nan],[-0.  0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_4_0679
Dataset 05,668,[nan nan],"[[-0.02  0.  ]
 [-0.02 -0.03]]",[nan nan],"[[0.04 0.01]
 [0.04 0.05]]",[nan nan],"[[-0.09  0.02]
 [-0.09 -0.14]]",[-0.    0.01],[nan nan],[-0.  0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_4_0680
Dataset 05,669,[nan nan],"[[-0.02  0.01]
 [-0.02  0.03]]",[nan nan],"[[0.05 0.02]
 [0.03 0.06]]",[nan nan],"[[-0.12  0.05]
 [-0.09  0.14]]",[ 0.05 -0.03],[nan nan],[ 0.01 -0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0681
