dataset,neuron,mean,cov,mean_std,cov_std,mean_0,cov_0,jitter_0,loc_0,jitter,loc,jitter_std,loc_std,single_trial_correlation,cell_id
Dataset 05,1957,[nan nan],"[[ 0.01  0.01]
 [-0.02  0.01]]",[nan nan],"[[0.01 0.01]
 [0.04 0.02]]",[nan nan],"[[ 0.03  0.03]
 [-0.09  0.05]]",[0.01 0.02],[nan nan],[0. 0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0384
Dataset 05,1958,[nan nan],"[[ 0.   -0.01]
 [-0.01 -0.01]]",[nan nan],"[[0.01 0.02]
 [0.02 0.03]]",[nan nan],"[[ 0.02 -0.04]
 [-0.05 -0.06]]",[0.03 0.02],[nan nan],[0.01 0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0385
Dataset 05,1959,[nan nan],"[[-0.02  0.  ]
 [-0.    0.01]]",[nan nan],"[[0.05 0.  ]
 [0.   0.02]]",[nan nan],"[[-0.12  0.01]
 [-0.01  0.04]]",[-0.01  0.03],[nan nan],[-0.    0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0386
Dataset 05,1960,[nan nan],"[[ 0.02 -0.02]
 [ 0.03 -0.03]]",[nan nan],"[[0.04 0.04]
 [0.06 0.05]]",[nan nan],"[[ 0.1  -0.09]
 [ 0.14 -0.13]]",[-0.02 -0.02],[nan nan],[-0. -0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0387
Dataset 05,1961,[nan nan],"[[ 0.03 -0.  ]
 [ 0.01 -0.01]]",[nan nan],"[[0.06 0.01]
 [0.02 0.03]]",[nan nan],"[[ 0.14 -0.02]
 [ 0.05 -0.07]]",[-0.05 -0.05],[nan nan],[-0.01 -0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0388
Dataset 05,1962,[nan nan],"[[ 0.01 -0.03]
 [-0.02 -0.01]]",[nan nan],"[[0.03 0.06]
 [0.05 0.02]]",[nan nan],"[[ 0.07 -0.14]
 [-0.12 -0.05]]",[ 0.   -0.05],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0389
Dataset 05,1963,[nan nan],"[[-0.01 -0.02]
 [-0.    0.  ]]",[nan nan],"[[0.02 0.03]
 [0.01 0.  ]]",[nan nan],"[[-0.05 -0.09]
 [-0.01  0.01]]",[-0.02 -0.02],[nan nan],[-0. -0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0390
Dataset 05,1964,[nan nan],"[[ 0.   -0.  ]
 [ 0.    0.02]]",[nan nan],"[[0.01 0.  ]
 [0.   0.04]]",[nan nan],"[[ 0.02 -0.  ]
 [ 0.    0.09]]",[-0.03  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0391
Dataset 05,1965,[nan nan],"[[0.02 0.03]
 [0.01 0.01]]",[nan nan],"[[0.04 0.05]
 [0.02 0.02]]",[nan nan],"[[0.1  0.13]
 [0.06 0.04]]",[-0.03 -0.03],[nan nan],[-0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0392
Dataset 05,1966,[nan nan],"[[-0.01  0.  ]
 [-0.   -0.02]]",[nan nan],"[[0.02 0.01]
 [0.01 0.04]]",[nan nan],"[[-0.06  0.02]
 [-0.02 -0.09]]",[-0.02  0.02],[nan nan],[-0.  0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0393
Dataset 05,1967,[nan nan],"[[-0.01 -0.02]
 [ 0.02  0.01]]",[nan nan],"[[0.02 0.05]
 [0.05 0.01]]",[nan nan],"[[-0.06 -0.11]
 [ 0.12  0.03]]",[-0.04 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0394
Dataset 05,1968,[nan nan],"[[-0.01  0.02]
 [-0.02 -0.01]]",[nan nan],"[[0.02 0.05]
 [0.05 0.01]]",[nan nan],"[[-0.05  0.12]
 [-0.12 -0.03]]",[-0.05 -0.03],[nan nan],[-0.01 -0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0395
Dataset 05,1969,[nan nan],"[[-0.01  0.  ]
 [-0.01  0.02]]",[nan nan],"[[0.01 0.01]
 [0.02 0.04]]",[nan nan],"[[-0.03  0.02]
 [-0.06  0.1 ]]",[0.03 0.05],[nan nan],[0.01 0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0396
Dataset 05,1970,[nan nan],"[[ 0.   -0.01]
 [-0.02 -0.01]]",[nan nan],"[[0.   0.03]
 [0.04 0.03]]",[nan nan],"[[ 0.   -0.07]
 [-0.09 -0.07]]",[-0.05  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0397
Dataset 05,1971,[nan nan],"[[0.02 0.03]
 [0.02 0.01]]",[nan nan],"[[0.05 0.05]
 [0.04 0.02]]",[nan nan],"[[0.11 0.13]
 [0.09 0.06]]",[ 0.01 -0.05],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0398
Dataset 05,1972,[nan nan],"[[-0.01 -0.01]
 [-0.01 -0.03]]",[nan nan],"[[0.01 0.01]
 [0.02 0.06]]",[nan nan],"[[-0.03 -0.03]
 [-0.05 -0.14]]",[0.05 0.  ],[nan nan],[0.01 0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0399
Dataset 05,1973,[nan nan],"[[ 0.    0.03]
 [-0.01 -0.01]]",[nan nan],"[[0.01 0.05]
 [0.01 0.03]]",[nan nan],"[[ 0.02  0.13]
 [-0.04 -0.07]]",[0.03 0.02],[nan nan],[0.01 0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0400
Dataset 05,1974,[nan nan],"[[ 0.01 -0.01]
 [ 0.   -0.  ]]",[nan nan],"[[0.03 0.01]
 [0.   0.  ]]",[nan nan],"[[ 0.07 -0.03]
 [ 0.01 -0.  ]]",[-0.02  0.04],[nan nan],[-0.    0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0401
Dataset 05,1975,[nan nan],"[[-0.    0.02]
 [ 0.    0.01]]",[nan nan],"[[0.   0.04]
 [0.   0.03]]",[nan nan],"[[-0.01  0.1 ]
 [ 0.01  0.07]]",[-0.04  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0402
Dataset 05,1976,[nan nan],"[[-0.01  0.02]
 [-0.02 -0.01]]",[nan nan],"[[0.03 0.05]
 [0.04 0.02]]",[nan nan],"[[-0.07  0.12]
 [-0.11 -0.05]]",[-0.01  0.03],[nan nan],[-0.    0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0403
Dataset 05,1977,[nan nan],"[[ 0.02  0.03]
 [ 0.01 -0.01]]",[nan nan],"[[0.03 0.05]
 [0.01 0.03]]",[nan nan],"[[ 0.08  0.13]
 [ 0.03 -0.07]]",[ 0.04 -0.  ],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0404
Dataset 05,1978,[nan nan],"[[-0.02  0.03]
 [-0.03 -0.03]]",[nan nan],"[[0.04 0.05]
 [0.05 0.05]]",[nan nan],"[[-0.1   0.14]
 [-0.13 -0.14]]",[-0.02  0.05],[nan nan],[-0.    0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0405
Dataset 05,1979,[nan nan],"[[ 0.02 -0.02]
 [ 0.03 -0.02]]",[nan nan],"[[0.04 0.05]
 [0.05 0.04]]",[nan nan],"[[ 0.09 -0.12]
 [ 0.14 -0.1 ]]",[ 0.01 -0.01],[nan nan],[ 0. -0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0406
Dataset 05,1980,[nan nan],"[[-0.02  0.01]
 [-0.03 -0.02]]",[nan nan],"[[0.03 0.01]
 [0.06 0.04]]",[nan nan],"[[-0.08  0.03]
 [-0.14 -0.11]]",[ 0.02 -0.05],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0407
Dataset 05,1981,[nan nan],"[[-0.02  0.02]
 [-0.01 -0.01]]",[nan nan],"[[0.03 0.04]
 [0.02 0.03]]",[nan nan],"[[-0.08  0.11]
 [-0.04 -0.07]]",[-0.04  0.01],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0408
Dataset 05,1982,[nan nan],"[[-0.02 -0.02]
 [-0.    0.03]]",[nan nan],"[[0.05 0.04]
 [0.01 0.05]]",[nan nan],"[[-0.12 -0.1 ]
 [-0.02  0.13]]",[ 0.   -0.02],[nan nan],[ 0. -0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0409
Dataset 05,1983,[nan nan],"[[ 0.01 -0.02]
 [ 0.02  0.01]]",[nan nan],"[[0.03 0.04]
 [0.05 0.02]]",[nan nan],"[[ 0.07 -0.1 ]
 [ 0.12  0.05]]",[ 0.04 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0410
Dataset 05,1984,[nan nan],"[[ 0.01 -0.  ]
 [-0.03 -0.02]]",[nan nan],"[[0.01 0.  ]
 [0.05 0.04]]",[nan nan],"[[ 0.03 -0.01]
 [-0.13 -0.11]]",[-0.01 -0.04],[nan nan],[-0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0411
Dataset 05,1985,[nan nan],"[[-0.02 -0.01]
 [-0.02  0.03]]",[nan nan],"[[0.03 0.02]
 [0.05 0.06]]",[nan nan],"[[-0.08 -0.05]
 [-0.12  0.14]]",[-0.01  0.01],[nan nan],[-0.  0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_6_0412
Dataset 05,1986,[nan nan],"[[-0.    0.02]
 [ 0.02  0.01]]",[nan nan],"[[0.   0.04]
 [0.03 0.02]]",[nan nan],"[[-0.01  0.1 ]
 [ 0.08  0.05]]",[0.   0.05],[nan nan],[0.   0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0413
Dataset 05,1987,[nan nan],"[[ 0.01  0.  ]
 [ 0.02 -0.  ]]",[nan nan],"[[0.03 0.01]
 [0.03 0.  ]]",[nan nan],"[[ 0.07  0.02]
 [ 0.08 -0.01]]",[-0.01  0.01],[nan nan],[-0.  0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_6_0414
Dataset 05,1988,[nan nan],"[[ 0.02 -0.02]
 [-0.    0.02]]",[nan nan],"[[0.05 0.04]
 [0.01 0.05]]",[nan nan],"[[ 0.12 -0.09]
 [-0.02  0.12]]",[ 0.01 -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0415
Dataset 05,1989,[nan nan],"[[-0.01 -0.02]
 [-0.02 -0.03]]",[nan nan],"[[0.02 0.03]
 [0.04 0.05]]",[nan nan],"[[-0.05 -0.09]
 [-0.1  -0.13]]",[0.   0.05],[nan nan],[0.   0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0416
Dataset 05,1990,[nan nan],"[[ 0.03  0.01]
 [-0.02 -0.01]]",[nan nan],"[[0.05 0.03]
 [0.05 0.02]]",[nan nan],"[[ 0.13  0.07]
 [-0.12 -0.05]]",[ 0.02 -0.05],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0417
Dataset 05,1991,[nan nan],"[[-0.02 -0.01]
 [ 0.02  0.02]]",[nan nan],"[[0.03 0.03]
 [0.05 0.03]]",[nan nan],"[[-0.08 -0.07]
 [ 0.12  0.08]]",[-0.01  0.04],[nan nan],[-0.    0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0418
Dataset 05,1992,[nan nan],"[[ 0.01  0.  ]
 [-0.   -0.01]]",[nan nan],"[[0.02 0.  ]
 [0.   0.02]]",[nan nan],"[[ 0.05  0.01]
 [-0.01 -0.05]]",[0.02 0.01],[nan nan],[0. 0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0419
Dataset 05,1993,[nan nan],"[[-0.02 -0.02]
 [ 0.02 -0.02]]",[nan nan],"[[0.04 0.04]
 [0.03 0.05]]",[nan nan],"[[-0.09 -0.11]
 [ 0.09 -0.12]]",[ 0.   -0.03],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0420
Dataset 05,1994,[nan nan],"[[-0.01  0.  ]
 [ 0.02  0.02]]",[nan nan],"[[0.03 0.01]
 [0.04 0.04]]",[nan nan],"[[-0.07  0.01]
 [ 0.1   0.1 ]]",[-0.04  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0421
Dataset 05,1995,[nan nan],"[[ 0.02 -0.03]
 [-0.01 -0.01]]",[nan nan],"[[0.05 0.06]
 [0.03 0.01]]",[nan nan],"[[ 0.12 -0.14]
 [-0.07 -0.03]]",[-0.02  0.  ],[nan nan],[-0.  0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0422
Dataset 05,1996,[nan nan],"[[-0.01  0.02]
 [-0.01  0.01]]",[nan nan],"[[0.02 0.03]
 [0.03 0.03]]",[nan nan],"[[-0.04  0.08]
 [-0.07  0.07]]",[-0.01  0.02],[nan nan],[-0.  0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0423
Dataset 05,1997,[nan nan],"[[-0.    0.02]
 [-0.03  0.02]]",[nan nan],"[[0.   0.04]
 [0.05 0.03]]",[nan nan],"[[-0.01  0.11]
 [-0.13  0.08]]",[ 0.03 -0.03],[nan nan],[ 0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0424
Dataset 05,1998,[nan nan],"[[ 0.02 -0.01]
 [-0.01 -0.  ]]",[nan nan],"[[0.04 0.01]
 [0.03 0.01]]",[nan nan],"[[ 0.09 -0.04]
 [-0.07 -0.02]]",[-0.02  0.  ],[nan nan],[-0.  0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0425
Dataset 05,1999,[nan nan],"[[-0.01  0.02]
 [ 0.01  0.01]]",[nan nan],"[[0.01 0.05]
 [0.02 0.02]]",[nan nan],"[[-0.04  0.12]
 [ 0.04  0.06]]",[-0.04 -0.03],[nan nan],[-0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0426
Dataset 05,2000,[nan nan],"[[ 0.   -0.01]
 [ 0.02  0.01]]",[nan nan],"[[0.01 0.03]
 [0.04 0.03]]",[nan nan],"[[ 0.02 -0.07]
 [ 0.09  0.07]]",[ 0.03 -0.04],[nan nan],[ 0.01 -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0427
Dataset 05,2001,[nan nan],"[[-0.01 -0.01]
 [-0.02  0.01]]",[nan nan],"[[0.01 0.01]
 [0.03 0.02]]",[nan nan],"[[-0.04 -0.03]
 [-0.08  0.05]]",[-0.05 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0428
Dataset 05,2002,[nan nan],"[[-0.01 -0.02]
 [ 0.03  0.  ]]",[nan nan],"[[0.02 0.04]
 [0.05 0.01]]",[nan nan],"[[-0.05 -0.09]
 [ 0.13  0.02]]",[-0.05 -0.03],[nan nan],[-0.01 -0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0429
Dataset 05,2003,[nan nan],"[[-0.02 -0.01]
 [ 0.02 -0.01]]",[nan nan],"[[0.04 0.02]
 [0.03 0.02]]",[nan nan],"[[-0.1  -0.04]
 [ 0.08 -0.04]]",[-0.03 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0430
Dataset 05,2004,[nan nan],"[[ 0.01  0.01]
 [ 0.03 -0.01]]",[nan nan],"[[0.02 0.01]
 [0.05 0.01]]",[nan nan],"[[ 0.05  0.03]
 [ 0.13 -0.03]]",[ 0.05 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0431
Dataset 05,2005,[nan nan],"[[ 0.03 -0.01]
 [ 0.    0.02]]",[nan nan],"[[0.05 0.02]
 [0.   0.05]]",[nan nan],"[[ 0.14 -0.06]
 [ 0.    0.12]]",[0.01 0.04],[nan nan],[0.   0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0432
Dataset 05,2006,[nan nan],"[[-0.02  0.02]
 [ 0.01 -0.03]]",[nan nan],"[[0.04 0.03]
 [0.03 0.05]]",[nan nan],"[[-0.1   0.09]
 [ 0.07 -0.14]]",[-0.03 -0.04],[nan nan],[-0.01 -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0433
Dataset 05,2007,[nan nan],"[[ 0.02  0.01]
 [-0.02  0.  ]]",[nan nan],"[[0.04 0.03]
 [0.03 0.  ]]",[nan nan],"[[ 0.11  0.07]
 [-0.09  0.01]]",[-0.    0.02],[nan nan],[-0.  0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0434
Dataset 05,2008,[nan nan],"[[ 0.01 -0.03]
 [ 0.02  0.01]]",[nan nan],"[[0.02 0.06]
 [0.04 0.03]]",[nan nan],"[[ 0.05 -0.14]
 [ 0.1   0.07]]",[-0.    0.02],[nan nan],[-0.  0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0435
Dataset 05,2009,[nan nan],"[[ 0.   -0.01]
 [ 0.03  0.02]]",[nan nan],"[[0.01 0.02]
 [0.05 0.04]]",[nan nan],"[[ 0.01 -0.04]
 [ 0.13  0.09]]",[ 0.01 -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0436
Dataset 05,2010,[nan nan],"[[-0.01  0.02]
 [-0.02 -0.01]]",[nan nan],"[[0.03 0.04]
 [0.04 0.02]]",[nan nan],"[[-0.06  0.1 ]
 [-0.09 -0.04]]",[-0.03  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0437
Dataset 05,2011,[nan nan],"[[ 0.02 -0.02]
 [ 0.01 -0.  ]]",[nan nan],"[[0.04 0.03]
 [0.02 0.01]]",[nan nan],"[[ 0.11 -0.08]
 [ 0.05 -0.02]]",[ 0.05 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0438
Dataset 05,2012,[nan nan],"[[-0.01 -0.  ]
 [-0.02 -0.01]]",[nan nan],"[[0.02 0.  ]
 [0.04 0.01]]",[nan nan],"[[-0.05 -0.01]
 [-0.09 -0.03]]",[ 0.03 -0.04],[nan nan],[ 0.01 -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0439
Dataset 05,2013,[nan nan],"[[-0.01 -0.01]
 [-0.01  0.01]]",[nan nan],"[[0.03 0.02]
 [0.02 0.02]]",[nan nan],"[[-0.07 -0.05]
 [-0.06  0.04]]",[-0.03  0.01],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0440
Dataset 05,2014,[nan nan],"[[-0.02 -0.  ]
 [ 0.01  0.01]]",[nan nan],"[[0.03 0.01]
 [0.02 0.01]]",[nan nan],"[[-0.08 -0.02]
 [ 0.05  0.04]]",[-0.04 -0.  ],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0441
Dataset 05,2015,[nan nan],"[[ 0.03 -0.01]
 [-0.03  0.01]]",[nan nan],"[[0.06 0.02]
 [0.05 0.03]]",[nan nan],"[[ 0.14 -0.05]
 [-0.13  0.07]]",[-0.02  0.02],[nan nan],[-0.  0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0442
Dataset 05,2016,[nan nan],"[[ 0.02  0.01]
 [ 0.02 -0.01]]",[nan nan],"[[0.05 0.02]
 [0.04 0.01]]",[nan nan],"[[ 0.12  0.05]
 [ 0.09 -0.03]]",[0.04 0.04],[nan nan],[0.01 0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0443
Dataset 05,2017,[nan nan],"[[-0.01  0.02]
 [ 0.03  0.02]]",[nan nan],"[[0.02 0.04]
 [0.05 0.05]]",[nan nan],"[[-0.04  0.11]
 [ 0.13  0.12]]",[ 0.02 -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0444
Dataset 05,2018,[nan nan],"[[-0.02 -0.  ]
 [ 0.01  0.02]]",[nan nan],"[[0.04 0.01]
 [0.02 0.04]]",[nan nan],"[[-0.11 -0.02]
 [ 0.05  0.1 ]]",[-0.02 -0.05],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0445
Dataset 05,2019,[nan nan],"[[-0.02 -0.01]
 [ 0.01  0.02]]",[nan nan],"[[0.04 0.02]
 [0.02 0.03]]",[nan nan],"[[-0.1  -0.04]
 [ 0.05  0.09]]",[ 0.02 -0.03],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0446
Dataset 05,2020,[nan nan],"[[-0.01 -0.02]
 [ 0.02 -0.03]]",[nan nan],"[[0.01 0.03]
 [0.04 0.05]]",[nan nan],"[[-0.03 -0.08]
 [ 0.11 -0.13]]",[-0.04  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0447
Dataset 05,2021,[nan nan],"[[-0.03 -0.  ]
 [ 0.02 -0.01]]",[nan nan],"[[0.05 0.01]
 [0.03 0.01]]",[nan nan],"[[-0.13 -0.02]
 [ 0.08 -0.03]]",[0.05 0.02],[nan nan],[0.01 0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0450
Dataset 05,2022,[nan nan],"[[-0.02 -0.01]
 [ 0.02  0.02]]",[nan nan],"[[0.04 0.02]
 [0.04 0.05]]",[nan nan],"[[-0.1  -0.05]
 [ 0.11  0.11]]",[ 0.03 -0.03],[nan nan],[ 0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0451
Dataset 05,2023,[nan nan],"[[ 0.02 -0.03]
 [ 0.02  0.01]]",[nan nan],"[[0.04 0.05]
 [0.03 0.02]]",[nan nan],"[[ 0.1  -0.13]
 [ 0.08  0.05]]",[-0.04 -0.  ],[nan nan],[-0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0452
Dataset 05,2024,[nan nan],"[[-0.01  0.02]
 [ 0.03  0.  ]]",[nan nan],"[[0.02 0.04]
 [0.05 0.  ]]",[nan nan],"[[-0.05  0.1 ]
 [ 0.13  0.01]]",[-0.05 -0.02],[nan nan],[-0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0453
Dataset 05,2025,[nan nan],"[[-0.03 -0.03]
 [ 0.02 -0.01]]",[nan nan],"[[0.05 0.05]
 [0.04 0.02]]",[nan nan],"[[-0.13 -0.14]
 [ 0.11 -0.06]]",[-0.03  0.  ],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0454
Dataset 05,2026,[nan nan],"[[-0.02 -0.01]
 [-0.01  0.01]]",[nan nan],"[[0.03 0.02]
 [0.03 0.02]]",[nan nan],"[[-0.08 -0.05]
 [-0.06  0.05]]",[ 0.04 -0.03],[nan nan],[ 0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0455
Dataset 05,2027,[nan nan],"[[ 0.01 -0.02]
 [-0.03 -0.01]]",[nan nan],"[[0.02 0.05]
 [0.05 0.03]]",[nan nan],"[[ 0.05 -0.12]
 [-0.13 -0.07]]",[0.   0.02],[nan nan],[0. 0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0456
Dataset 05,2028,[nan nan],"[[-0.01 -0.02]
 [ 0.02 -0.02]]",[nan nan],"[[0.01 0.05]
 [0.03 0.04]]",[nan nan],"[[-0.03 -0.12]
 [ 0.09 -0.11]]",[ 0.04 -0.03],[nan nan],[ 0.01 -0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0457
Dataset 05,2029,[nan nan],"[[-0.01 -0.01]
 [ 0.01 -0.  ]]",[nan nan],"[[0.01 0.01]
 [0.03 0.01]]",[nan nan],"[[-0.03 -0.03]
 [ 0.07 -0.02]]",[-0.04  0.01],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0458
Dataset 05,2030,[nan nan],"[[ 0.01  0.03]
 [-0.02  0.  ]]",[nan nan],"[[0.02 0.05]
 [0.04 0.  ]]",[nan nan],"[[ 0.06  0.13]
 [-0.1   0.  ]]",[-0.03 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0459
Dataset 05,2031,[nan nan],"[[-0.01  0.01]
 [-0.02 -0.01]]",[nan nan],"[[0.01 0.02]
 [0.04 0.02]]",[nan nan],"[[-0.03  0.05]
 [-0.11 -0.04]]",[-0.05  0.01],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0460
Dataset 05,2032,[nan nan],"[[-0.02  0.01]
 [ 0.01 -0.01]]",[nan nan],"[[0.04 0.02]
 [0.01 0.02]]",[nan nan],"[[-0.09  0.04]
 [ 0.03 -0.05]]",[-0.01  0.04],[nan nan],[-0.    0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_6_0461
Dataset 05,2033,[nan nan],"[[-0.    0.  ]
 [ 0.02  0.02]]",[nan nan],"[[0.   0.  ]
 [0.04 0.04]]",[nan nan],"[[-0.01  0.  ]
 [ 0.09  0.1 ]]",[-0.04  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_6_0462
Dataset 05,2034,[nan nan],"[[ 0.01 -0.02]
 [-0.02  0.  ]]",[nan nan],"[[0.02 0.04]
 [0.04 0.  ]]",[nan nan],"[[ 0.04 -0.1 ]
 [-0.09  0.01]]",[-0.02  0.01],[nan nan],[-0.  0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_6_0463
